Address,Type,Datetime,Latitude,Longitude,Report Location,Incident Number
221 1st Av W,Car Fire,07/06/2011 06:48:00 PM +0000,47.620017,-122.358051,"(47.620017, -122.358051)",F110060980
Delridge Way Sw / Sw Trenton St,Car Fire,07/06/2011 09:51:00 AM +0000,47.524693,-122.360479,"(47.524693, -122.360479)",F110060880
James St / 9th Av,Car Fire,07/06/2011 02:20:00 AM +0000,47.605555,-122.324749,"(47.605555, -122.324749)",F110060779
4419 S Brandon St,Car Fire,07/06/2011 01:09:00 AM +0000,47.553402,-122.27905,"(47.553402, -122.27905)",F110060743
4000 Ne 41st St,Car Fire,07/05/2011 07:43:00 AM +0000,47.658421,-122.28489,"(47.658421, -122.28489)",F110060439
50th Av S / Wilson Av S,Car Fire,07/05/2011 02:47:00 AM +0000,47.557075,-122.270692,"(47.557075, -122.270692)",F110060265
9200 Delridge Way Sw,Car Fire,07/04/2011 03:35:00 AM +0000,47.52103,-122.358456,"(47.52103, -122.358456)",F110059931
2300 NE 73RD ST,Car Fire,07/03/2011 05:14:00 AM +0000,47.681229,-122.302866,"(47.681229, -122.302866)",F110059655
Lake Washington Blvd / Lakeside Av,Car Fire,07/02/2011 11:42:00 AM +0000,47.602992,-122.284629,"(47.602992, -122.284629)",F110059366
Sb Sr99 At Spokane,Car Fire,06/30/2011 09:05:00 AM +0000,47.573037,-122.339393,"(47.573037, -122.339393)",F110058581
Eb Sr520 At Montlake,Car Fire Freeway,06/29/2011 11:51:00 PM +0000,47.643417,-122.308528,"(47.643417, -122.308528)",F110058433
E Madison St / Lake Washington Blvd E,Car Fire,06/29/2011 10:07:00 PM +0000,47.626018,-122.29244,"(47.626018, -122.29244)",F110058401
Olson Pl Sw / Sw Roxbury St,Car Fire,06/24/2011 04:24:00 AM +0000,47.517273,-122.340131,"(47.517273, -122.340131)",F110056393
5219 UNIVERSITY WAY NE,Car Fire,06/23/2011 11:46:00 PM +0000,47.666564,-122.313049,"(47.666564, -122.313049)",F110056325
University Way Ne / Ne 52nd St,Car Fire,06/23/2011 11:46:00 PM +0000,47.666436,-122.313051,"(47.666436, -122.313051)",F110056326
Nb I5 To Olive,Car Fire Freeway,06/23/2011 04:21:00 AM +0000,47.613482,-122.329939,"(47.613482, -122.329939)",F110056033
Nb I5 At Roanoke,Car Fire Freeway,06/23/2011 04:12:00 AM +0000,47.644694,-122.322443,"(47.644694, -122.322443)",F110056029
Sb I5 At 145,Car Fire,06/22/2011 10:02:00 AM +0000,47.734066,-122.325108,"(47.734066, -122.325108)",F110055655
Sb I5 To 145,Car Fire,06/22/2011 10:01:00 AM +0000,47.736477,-122.326287,"(47.736477, -122.326287)",B110055654
Sb I5 At 145,Car Fire,06/22/2011 10:00:00 AM +0000,47.734066,-122.325108,"(47.734066, -122.325108)",B110055653
0 - 0 Wb Sr520 At Montlake,Car Fire Freeway,06/17/2011 08:33:00 PM +0000,47.645205,-122.294231,"(47.645205, -122.294231)",F110053777
N 145th St / Greenwood Av N,Car Fire,06/17/2011 08:02:00 PM +0000,47.73413,-122.355571,"(47.73413, -122.355571)",F110053766
Rainier Av S / Seward Park Av S,Car Fire,06/17/2011 05:03:00 PM +0000,47.520117,-122.262777,"(47.520117, -122.262777)",F110053726
HIGHLAND PARK WAY SW / WEST MARGINAL WAY SW,Car Fire,06/16/2011 11:42:00 PM +0000,47.540353,-122.342181,"(47.540353, -122.342181)",F110053525
0 SB SR99 AT SENECA,Car Fire Freeway,06/15/2011 12:01:00 PM +0000,47.610664,-122.345431,"(47.610664, -122.345431)",F110052787
2500 Sw Trenton St,Car Fire,06/13/2011 11:10:00 AM +0000,47.524684,-122.364526,"(47.524684, -122.364526)",F110052282
Ne 42nd St / 12th Av Ne,Car Fire,06/08/2011 09:14:00 AM +0000,47.658342,-122.31552,"(47.658342, -122.31552)",F110050570
0 - 0 Nb I5 At Sr520,Car Fire Freeway,06/07/2011 09:23:00 PM +0000,47.638512,-122.322606,"(47.638512, -122.322606)",F110050399
0 - 0 Sb I5 At 85,Car Fire Freeway,06/07/2011 04:26:00 AM +0000,47.68711,-122.327006,"(47.68711, -122.327006)",F110050175
1st Av / Union St,Car Fire, 2011-06-06T24:30:00+0000,47.607828,-122.339105,"(47.607828, -122.339105)",F110049900
15TH AV NW / NW 87TH ST,Car Fire,06/05/2011 01:06:00 AM +0000,47.692429,-122.376803,"(47.692429, -122.376803)",F110049386
4000 Montlake Blvd Ne,Car Fire,06/04/2011 11:19:00 PM +0000,47.653186,-122.302873,"(47.653186, -122.302873)",F110049341
140 N CANAL ST,Car Fire,06/04/2011 07:06:00 PM +0000,47.651859,-122.357464,"(47.651859, -122.357464)",F110049229
0 - 0 Sb I5 To Stewart,Car Fire Freeway,06/04/2011 07:47:00 AM +0000,47.622727,-122.328659,"(47.622727, -122.328659)",F110049116
2585 Nob Hill Pl N,Car Fire,06/02/2011 04:50:00 PM +0000,47.641994,-122.351283,"(47.641994, -122.351283)",F110048478
E Jefferson St / 12th Av,Car Fire,06/01/2011 10:18:00 PM +0000,47.606203,-122.31678,"(47.606203, -122.31678)",F110048202
8607 15th Av Ne,Car Fire,06/01/2011 08:03:00 PM +0000,47.691278,-122.312211,"(47.691278, -122.312211)",F110048151
8721 Lake City Way Ne,Car Fire,05/31/2011 07:41:00 PM +0000,47.691762,-122.306168,"(47.691762, -122.306168)",F110047815
3020 Ne 45th St,Car Fire, 2011-05-31T24:16:00+0000,47.661246,-122.296964,"(47.661246, -122.296964)",F110047668
0 - 0 Nb I5 To Eb I90,Car Fire Freeway,05/31/2011 01:42:00 AM +0000,47.587138,-122.320156,"(47.587138, -122.320156)",F110047559
9615 56th Av S,Car Fire,05/26/2011 03:04:00 AM +0000,47.516546,-122.263074,"(47.516546, -122.263074)",F110046126
N 49th St / Green Lake Way N,Car Fire,05/25/2011 02:43:00 PM +0000,47.664291,-122.341762,"(47.664291, -122.341762)",F110045911
300 Ne Northgate Way,Car Fire,05/25/2011 12:18:00 PM +0000,47.708611,-122.325955,"(47.708611, -122.325955)",F110045757
S Eddy St / Corson Av S,Car Fire,05/24/2011 01:32:00 AM +0000,47.545987,-122.321929,"(47.545987, -122.321929)",F110045355
E HAMLIN ST / MONTLAKE BLVD E,Car Fire,05/24/2011 12:14:00 PM +0000,47.645557,-122.304611,"(47.645557, -122.304611)",F110045332
3450 16th Av W,Car Fire,05/23/2011 04:13:00 PM +0000,47.650838,-122.377509,"(47.650838, -122.377509)",F110044974
0 - 0 Nb I5 To 145,Car Fire Freeway,05/22/2011 06:33:00 PM +0000,47.732946,-122.323505,"(47.732946, -122.323505)",F110044727
2332 15th Av S,Car Fire,05/22/2011 02:54:00 AM +0000,47.582664,-122.313396,"(47.582664, -122.313396)",F110044487
S Genesee St / 37th Av S,Car Fire,05/22/2011 12:35:00 PM +0000,47.564112,-122.286056,"(47.564112, -122.286056)",F110044442
0 - 0 Sb I5 At Boeing Access Rd,Car Fire Freeway,05/20/2011 03:44:00 AM +0000,47.509965,-122.283363,"(47.509965, -122.283363)",F110043654
California Av Sw / Sw Morgan St,Car Fire,05/18/2011 02:16:00 PM +0000,47.544872,-122.387215,"(47.544872, -122.387215)",F110043001
627 Nw 44th St,Car Fire,05/17/2011 11:39:00 PM +0000,47.660793,-122.364283,"(47.660793, -122.364283)",F110042806
3rd Av W / W Mcgraw St,Car Fire,05/17/2011 09:38:00 PM +0000,47.639597,-122.360931,"(47.639597, -122.360931)",F110042775
1728 11th Av,Car Fire,05/17/2011 07:42:00 PM +0000,47.616744,-122.318183,"(47.616744, -122.318183)",F110042736
22nd Av W / W Dravus St,Car Fire,05/17/2011 03:03:00 PM +0000,47.648453,-122.384664,"(47.648453, -122.384664)",F110042658
3733 S Othello St,Car Fire,05/17/2011 12:14:00 PM +0000,47.537039,-122.285766,"(47.537039, -122.285766)",F110042499
0 - 0 Sb I5 At Mid Boeing Field,Car Fire Freeway,05/15/2011 09:55:00 PM +0000,47.545461,-122.308073,"(47.545461, -122.308073)",F110042177
15th Av S / S Oregon St,Car Fire,05/12/2011 04:19:00 PM +0000,47.563504,-122.313511,"(47.563504, -122.313511)",F110041029
0 - 0 Nb I5 To Eb Sr520,Car Fire Freeway,05/11/2011 10:14:00 AM +0000,47.638512,-122.322606,"(47.638512, -122.322606)",F110040645
4507 Sunnyside Av N,Car Fire,05/10/2011 05:38:00 AM +0000,47.661445,-122.330161,"(47.661445, -122.330161)",F110040265
0 - 0 Eb Sr520 At Lake Washington,Car Fire Freeway,05/09/2011 09:52:00 PM +0000,47.6447,-122.299088,"(47.6447, -122.299088)",F110040129
3659 22nd Av W,Car Fire,05/05/2011 09:56:00 AM +0000,47.652688,-122.38466,"(47.652688, -122.38466)",F110038795
15th Av Nw / Nw Market St,Car Fire,05/05/2011 04:31:00 AM +0000,47.668667,-122.376214,"(47.668667, -122.376214)",F110038744
6451 California Av Sw,Car Fire,05/04/2011 04:19:00 PM +0000,47.545195,-122.387211,"(47.545195, -122.387211)",F110038510
0 - 0 Sb I5 Cd At Yesler,Car Fire Freeway,05/04/2011 03:53:00 PM +0000,47.598717,-122.321656,"(47.598717, -122.321656)",F110038499
3rd Av / Yesler Way,Car Fire,05/03/2011 06:58:00 PM +0000,47.601716,-122.330265,"(47.601716, -122.330265)",F110038201
35th Av Sw / Sw Morgan St,Car Fire,05/03/2011 12:20:00 PM +0000,47.544683,-122.376445,"(47.544683, -122.376445)",F110037973
16th Av E / E John St,Car Fire,05/02/2011 05:38:00 PM +0000,47.619677,-122.311397,"(47.619677, -122.311397)",F110037847
N PHINNEY WAY / N 45TH ST,Car Fire,05/01/2011 08:00:00 PM +0000,47.661393,-122.347645,"(47.661393, -122.347645)",F110037570
M L KING JR WAY S / S BAYVIEW ST,Car Fire,05/01/2011 12:40:00 PM +0000,47.582509,-122.29791,"(47.582509, -122.29791)",F110037351
Whitman Av N / N 107th St,Car Fire,04/29/2011 10:20:00 PM +0000,47.706536,-122.346059,"(47.706536, -122.346059)",F110037010
Sb I5 At Ship Canal Bridge,Car Fire Freeway,04/29/2011 02:25:00 AM +0000,47.649269,-122.322725,"(47.649269, -122.322725)",F110036759
Seward Park Av S / S Fontanelle Pl,Car Fire,04/27/2011 08:21:00 PM +0000,47.535387,-122.267284,"(47.535387, -122.267284)",F110036369
7324 Seward Park Av S,Car Fire,04/27/2011 08:21:00 PM +0000,47.536784,-122.267273,"(47.536784, -122.267273)",F110036370
1420 Queen Anne Av N,Car Fire,04/27/2011 02:27:00 AM +0000,47.631515,-122.356594,"(47.631515, -122.356594)",F110036157
Stewart St / Denny Way,Car Fire,04/25/2011 04:22:00 PM +0000,47.618492,-122.330723,"(47.618492, -122.330723)",F110035712
520 S CLOVERDALE ST,Car Fire,04/23/2011 11:15:00 PM +0000,47.52648,-122.327935,"(47.52648, -122.327935)",F110035188
10545 Aurora Av N,Car Fire,04/23/2011 10:26:00 PM +0000,47.705383,-122.3447,"(47.705383, -122.3447)",F110035175
N 105th St / Aurora Av N,Car Fire,04/21/2011 09:25:00 PM +0000,47.705051,-122.344694,"(47.705051, -122.344694)",F110034523
11th Av Ne / Ne 45th St,Car Fire,04/20/2011 01:09:00 AM +0000,47.661292,-122.316579,"(47.661292, -122.316579)",F110033956
0 - 0 NB I5 AT 85,Car Fire Freeway,04/18/2011 05:50:00 PM +0000,47.685562,-122.324337,"(47.685562, -122.324337)",F110033494
7300 Roosevelt Way Ne,Car Fire,04/18/2011 12:25:00 PM +0000,47.681554,-122.317457,"(47.681554, -122.317457)",F110033299
35th Av Sw / Sw Avalon Way,Car Fire,04/16/2011 12:33:00 PM +0000,47.564077,-122.376189,"(47.564077, -122.376189)",F110032670
100 Ne Northlake Way,Car Fire,04/15/2011 02:07:00 AM +0000,47.653138,-122.327912,"(47.653138, -122.327912)",F110032392
2947 Eastlake Av E,Car Fire,04/15/2011 02:07:00 AM +0000,47.647733,-122.324248,"(47.647733, -122.324248)",F110032393
0 - 0 Eb Sr520 At Lake Washington,Car Fire Freeway,04/14/2011 11:55:00 AM +0000,47.6447,-122.299088,"(47.6447, -122.299088)",F110032174
N 107th St / Meridian Av N,Car Fire,04/13/2011 11:19:00 PM +0000,47.70685,-122.333961,"(47.70685, -122.333961)",F110032049
5623 25th Av Sw,Car Fire,04/10/2011 12:25:00 PM +0000,47.551785,-122.364327,"(47.551785, -122.364327)",F110030952
3215 E Harrison St,Car Fire,04/09/2011 07:47:00 PM +0000,47.622482,-122.290984,"(47.622482, -122.290984)",F110030864
Dexter Av / Denny Way,Car Fire,04/09/2011 05:45:00 PM +0000,47.61855,-122.342402,"(47.61855, -122.342402)",F110030827
35th Av Ne / Ne 73rd St,Car Fire,04/09/2011 01:59:00 AM +0000,47.681232,-122.290428,"(47.681232, -122.290428)",F110030633
5th Av / Columbia St,Car Fire,04/09/2011 12:34:00 PM +0000,47.605126,-122.330494,"(47.605126, -122.330494)",F110030602
8016 Greenwood Av N,Car Fire,04/08/2011 11:14:00 PM +0000,47.687053,-122.3553,"(47.687053, -122.3553)",F110030566
University Way Ne / Ne 56th St,Car Fire,04/08/2011 05:50:00 AM +0000,47.669442,-122.313024,"(47.669442, -122.313024)",F110030375
7130 39th Av Sw,Car Fire,04/06/2011 09:33:00 PM +0000,47.538779,-122.381929,"(47.538779, -122.381929)",F110029965
9999 Holman Rd Nw,Car Fire,04/04/2011 09:03:00 PM +0000,47.701698,-122.362125,"(47.701698, -122.362125)",F110029382
6902 Roosevelt Way Ne,Car Fire,04/04/2011 06:48:00 PM +0000,47.678748,-122.317403,"(47.678748, -122.317403)",F110029338
Fauntleroy Way Sw / Sw Webster St,Car Fire,04/04/2011 02:27:00 PM +0000,47.535804,-122.392578,"(47.535804, -122.392578)",F110029260
20th Av S / S King St,Car Fire,04/01/2011 11:48:00 PM +0000,47.59832,-122.30636,"(47.59832, -122.30636)",F110028451
0 - 0 Nb I5 At Convention Center,Car Fire Freeway,04/01/2011 10:48:00 AM +0000,47.60875,-122.330754,"(47.60875, -122.330754)",F110028255
Eastlake Av E / Stewart St,Car Fire,03/31/2011 12:41:00 PM +0000,47.619715,-122.329135,"(47.619715, -122.329135)",F110027807
University St / 6th Av,Car Fire,03/26/2011 05:40:00 AM +0000,47.60916,-122.33264,"(47.60916, -122.33264)",F110026358
6005 18th Av S,Car Fire,03/26/2011 01:00:00 AM +0000,47.548734,-122.309915,"(47.548734, -122.309915)",F110026260
9th Av Ne / Ne 62nd St,Car Fire,03/24/2011 08:03:00 AM +0000,47.673341,-122.318707,"(47.673341, -122.318707)",F110025698
3046 Ne 127th St,Car Fire,03/23/2011 08:10:00 PM +0000,47.721092,-122.295315,"(47.721092, -122.295315)",F110025504
9TH AV / ALDER ST,Car Fire,03/23/2011 02:43:00 PM +0000,47.603415,-122.322791,"(47.603415, -122.322791)",F110025317
9th Av Sw / Sw Cloverdale St,Car Fire,03/22/2011 08:23:00 PM +0000,47.526471,-122.346745,"(47.526471, -122.346745)",F110025103
10531 MIDVALE AV N,Car Fire,03/22/2011 07:49:00 AM +0000,47.705326,-122.343334,"(47.705326, -122.343334)",F110024981
Sw Roxbury St / 46th Av Sw,Car Fire,03/19/2011 11:51:00 PM +0000,47.517554,-122.392869,"(47.517554, -122.392869)",F110024304
23rd Av S / S College St,Car Fire,03/19/2011 11:15:00 PM +0000,47.582946,-122.302954,"(47.582946, -122.302954)",F110024291
0 - 0 Sb I5 At Pike,Car Fire Freeway,03/19/2011 08:19:00 AM +0000,47.611576,-122.331102,"(47.611576, -122.331102)",F110024125
Nw 36th St / 2nd Av Nw,Car Fire,03/19/2011 02:25:00 AM +0000,47.653255,-122.358956,"(47.653255, -122.358956)",F110024027
0 - 0 Nb I5 At Sr520,Car Fire Freeway,03/18/2011 02:09:00 PM +0000,47.638512,-122.322606,"(47.638512, -122.322606)",F110023816
8400 - 9198 Nb Sr99 At Henderson,Car Fire Freeway,03/17/2011 07:51:00 PM +0000,47.528129,-122.325903,"(47.528129, -122.325903)",F110023540
M L King Jr Way / E Yesler Way,Car Fire,03/17/2011 08:15:00 AM +0000,47.601656,-122.296768,"(47.601656, -122.296768)",F110023396
100-199 32nd Av S,Car Fire,03/16/2011 02:47:00 AM +0000,47.60087,-122.291328,"(47.60087, -122.291328)",F110022988
M L King Jr Way S / S Graham St,Car Fire,03/15/2011 05:46:00 PM +0000,47.546057,-122.285631,"(47.546057, -122.285631)",F110022835
6th Av N / Thomas St,Car Fire,03/15/2011 03:46:00 AM +0000,47.620898,-122.345008,"(47.620898, -122.345008)",F110022690
Western Av / Yesler Way,Car Fire,03/12/2011 06:58:00 PM +0000,47.601722,-122.335549,"(47.601722, -122.335549)",F110021901
0 - 0 Sb I5 Exp At 85,Car Fire Freeway,03/11/2011 03:55:00 PM +0000,47.67767,-122.320689,"(47.67767, -122.320689)",F110021519
8729 15th Av Nw,Car Fire,03/10/2011 01:45:00 AM +0000,47.693056,-122.376667,"(47.693056, -122.376667)",F110021110
Sw Findlay St / 16th Av Sw,Car Fire,03/09/2011 03:18:00 AM +0000,47.551918,-122.35481,"(47.551918, -122.35481)",F110020692
Leary Av Nw / Nw Dock Pl,Car Fire,03/08/2011 10:29:00 PM +0000,47.664879,-122.380016,"(47.664879, -122.380016)",F110020606
S Columbian Way / S Spokane St,Car Fire,03/08/2011 08:48:00 PM +0000,47.571624,-122.31453,"(47.571624, -122.31453)",F110020557
Beacon Av S / S Spokane St,Car Fire,03/04/2011 11:18:00 PM +0000,47.571924,-122.308253,"(47.571924, -122.308253)",F110019219
5200 EAST MARGINAL WAY S,Car Fire,03/03/2011 11:23:00 PM +0000,47.555678,-122.338208,"(47.555678, -122.338208)",F110018874
Sb Sr99 At Battery St Tunnel,Car Fire Freeway,03/03/2011 06:01:00 AM +0000,47.618721,-122.343734,"(47.618721, -122.343734)",F110018616
Stanley Av S / S Hardy St,Car Fire,03/02/2011 05:06:00 AM +0000,47.546071,-122.313927,"(47.546071, -122.313927)",F110018281
M L King Jr Way S / S Othello St,Car Fire,03/02/2011 01:30:00 AM +0000,47.537042,-122.281293,"(47.537042, -122.281293)",F110018217
Nb I5 At 130,Car Fire Freeway,02/28/2011 08:35:00 PM +0000,47.724436,-122.324128,"(47.724436, -122.324128)",F110017836
0 - 0 Nb I5 At Cherry,Car Fire Freeway,02/28/2011 05:21:00 PM +0000,47.602936,-122.326094,"(47.602936, -122.326094)",F110017770
Nb I5 At 130,Car Fire Freeway,02/27/2011 11:35:00 PM +0000,47.723493,-122.324139,"(47.723493, -122.324139)",F110017570
Nb I5 To Northgate,Car Fire Freeway,02/26/2011 11:25:00 PM +0000,47.706361,-122.329214,"(47.706361, -122.329214)",F110017234
0 - 0 Sb I5 At Spokane,Car Fire Freeway,02/25/2011 04:35:00 PM +0000,47.577176,-122.319669,"(47.577176, -122.319669)",F110016790
0 - 0 Sb I5 At Roanoke,Car Fire Freeway,02/25/2011 03:01:00 PM +0000,47.643234,-122.323195,"(47.643234, -122.323195)",F110016776
530 S Cloverdale St,Car Fire,02/25/2011 06:06:00 AM +0000,47.52648,-122.327803,"(47.52648, -122.327803)",F110016719
0 - 0 Nb I5 At Holgate,Car Fire Freeway,02/25/2011 04:31:00 AM +0000,47.587138,-122.320156,"(47.587138, -122.320156)",F110016703
4520 42nd Av Sw,Car Fire,02/24/2011 01:41:00 AM +0000,47.562696,-122.385455,"(47.562696, -122.385455)",F110016420
1ST AV S / S CLOVERDALE ST,Car Fire,02/22/2011 11:32:00 PM +0000,47.526235,-122.334405,"(47.526235, -122.334405)",F110016085
0 - 0 Nb I5 At Convention Center,Car Fire Freeway,02/21/2011 04:01:00 PM +0000,47.60875,-122.330754,"(47.60875, -122.330754)",F110015756
3509 S Lilac St,Car Fire,02/21/2011 11:26:00 AM +0000,47.566936,-122.289812,"(47.566936, -122.289812)",F110015718
0 - 0 Sb Sr99 At Spokane,Car Fire Freeway,02/20/2011 11:39:00 PM +0000,47.573037,-122.339393,"(47.573037, -122.339393)",F110015592
9TH AV / JEFFERSON ST,Car Fire,02/20/2011 11:54:00 AM +0000,47.604841,-122.324097,"(47.604841, -122.324097)",F110015461
730 N 98th St,Car Fire,02/20/2011 07:35:00 AM +0000,47.700539,-122.349621,"(47.700539, -122.349621)",F110015403
50th Av S / S Ferdinand St,Car Fire,02/19/2011 01:13:00 AM +0000,47.55824,-122.270685,"(47.55824, -122.270685)",F110014996
51st Av Sw / Sw Edmunds St,Car Fire,02/18/2011 08:19:00 PM +0000,47.559385,-122.39761,"(47.559385, -122.39761)",F110014910
Greenwood Av N / Holman Rd N,Car Fire,02/16/2011 08:43:00 PM +0000,47.705084,-122.355453,"(47.705084, -122.355453)",F110014302
Ne 58th St / 8th Av Ne,Car Fire,02/16/2011 01:51:00 AM +0000,47.670773,-122.320097,"(47.670773, -122.320097)",F110014061
15th Av S / Swift Av S,Car Fire,02/14/2011 12:53:00 PM +0000,47.550387,-122.31352,"(47.550387, -122.31352)",F110013368
9999 Holman Rd Nw,Car Fire,02/12/2011 04:48:00 PM +0000,47.701698,-122.362125,"(47.701698, -122.362125)",F110012913
Sb I5 At Mercer,Car Fire Freeway,02/11/2011 12:43:00 PM +0000,47.62629,-122.328673,"(47.62629, -122.328673)",F110012403
0 - 0 Nb I5 At Mercer,Car Fire Freeway,02/11/2011 12:40:00 PM +0000,47.620184,-122.328213,"(47.620184, -122.328213)",F110012402
4401 4th Av S,Car Fire,02/09/2011 02:12:00 AM +0000,47.564698,-122.329379,"(47.564698, -122.329379)",F110011870
8145 15th Av Sw,Car Fire,02/08/2011 11:22:00 AM +0000,47.529831,-122.353939,"(47.529831, -122.353939)",F110011639
8th Av / Yesler Way,Car Fire,02/07/2011 04:24:00 PM +0000,47.601703,-122.322447,"(47.601703, -122.322447)",F110011341
Sb I5 At Michigan,Car Fire Freeway,02/06/2011 10:28:00 PM +0000,47.554706,-122.318936,"(47.554706, -122.318936)",F110011128
0 - 0 Nb I5 At Sr520,Car Fire Freeway,02/06/2011 04:56:00 PM +0000,47.638512,-122.322606,"(47.638512, -122.322606)",F110011050
Swift Av S / S Eddy St,Car Fire,02/06/2011 03:49:00 AM +0000,47.54541,-122.306094,"(47.54541, -122.306094)",F110010913
8th Av Sw / Sw Roxbury St,Car Fire,02/06/2011 02:22:00 AM +0000,47.517303,-122.345423,"(47.517303, -122.345423)",F110010882
1430 1st Av,Car Fire,02/05/2011 06:56:00 PM +0000,47.608122,-122.339374,"(47.608122, -122.339374)",F110010771
Western Av / Columbia St,Car Fire,02/04/2011 05:16:00 AM +0000,47.602804,-122.336044,"(47.602804, -122.336044)",F110010324
25th Av S / S King St,Car Fire,02/03/2011 09:34:00 PM +0000,47.598097,-122.299918,"(47.598097, -122.299918)",F110010188
Ne 45th St / Thackeray Pl Ne,Car Fire,02/03/2011 01:42:00 AM +0000,47.661349,-122.326179,"(47.661349, -122.326179)",F110009935
7052 16th Av Nw,Car Fire,02/01/2011 10:18:00 PM +0000,47.679835,-122.377845,"(47.679835, -122.377845)",F110009533
0 - 0 Nb I5 At 45,Car Fire Freeway,02/01/2011 05:22:00 PM +0000,47.65745,-122.322155,"(47.65745, -122.322155)",F110009467
3507 S Webster St,Car Fire,02/01/2011 11:25:00 AM +0000,47.535219,-122.28813,"(47.535219, -122.28813)",F110009416
M L King Jr Way S / S Bayview St,Car Fire,01/31/2011 02:29:00 AM +0000,47.581267,-122.296991,"(47.581267, -122.296991)",F110009090
1200 12th Av S,Car Fire,01/31/2011 02:27:00 AM +0000,47.592105,-122.317281,"(47.592105, -122.317281)",F110009087
E PINE ST / 19TH AV,Car Fire,01/28/2011 10:24:00 PM +0000,47.615268,-122.307445,"(47.615268, -122.307445)",F110008461
Nw Market St / 9th Av Nw,Car Fire,01/28/2011 05:48:00 AM +0000,47.668661,-122.368604,"(47.668661, -122.368604)",F110008268
0 - 0 SB I5 TO BOEING ACCESS RD,Car Fire Freeway,01/27/2011 05:40:00 AM +0000,47.509965,-122.283363,"(47.509965, -122.283363)",F110008004
