Address,Type,Datetime,Latitude,Longitude,Report Location,Incident Number
8314 23rd Av Nw,Car Fire,12/30/2015 11:02:00 AM +0000,47.688824,-122.385409,"(47.688824, -122.385409)",F150148573
1660 S Columbian Way,Car Fire,01/01/2016 11:34:00 PM +0000,47.561845,-122.310824,"(47.561845, -122.310824)",F160000351
Nb I5 At I90,Car Fire Freeway,01/02/2016 12:48:00 AM +0000,47.587138,-122.320156,"(47.587138, -122.320156)",F160000376
913 N 72nd St,Car Fire,01/02/2016 06:45:00 PM +0000,47.68105,-122.346881,"(47.68105, -122.346881)",F160000636
Nb I5 Exp At Ship Canal,Car Fire Freeway,01/04/2016 03:35:00 AM +0000,47.630275,-122.326299,"(47.630275, -122.326299)",F160001184
Meridian Av N / N 115th St,Car Fire,01/04/2016 01:39:00 PM +0000,47.712291,-122.334056,"(47.712291, -122.334056)",F160001296
Nw 46th St / 11th Av Nw,Car Fire,01/07/2016 12:42:00 AM +0000,47.662199,-122.370768,"(47.662199, -122.370768)",F160002337
Evanston Av N / N 104th St,Car Fire,01/08/2016 07:20:00 PM +0000,47.704354,-122.350777,"(47.704354, -122.350777)",F160003016
6th Av Nw / Nw 46th St,Car Fire,01/08/2016 11:30:00 PM +0000,47.662192,-122.364004,"(47.662192, -122.364004)",F160003133
Eb Wsea Frwy To Nb Sr99,Car Fire,01/08/2016 11:50:00 PM +0000,47.571221,-122.343788,"(47.571221, -122.343788)",F160003140
Nb I5 At Spokane,Car Fire Freeway,01/08/2016 11:03:00 PM +0000,47.552107,-122.316869,"(47.552107, -122.316869)",F160003121
4th Av Nw / Nw 44th St,Car Fire,01/11/2016 05:22:00 PM +0000,47.660481,-122.362003,"(47.660481, -122.362003)",F160004172
21st Av Sw / Sw Barton Pl,Car Fire,01/10/2016 06:19:00 PM +0000,47.522861,-122.360494,"(47.522861, -122.360494)",F160003819
2843 S Holden St,Car Fire,01/11/2016 02:29:00 AM +0000,47.533769,-122.294391,"(47.533769, -122.294391)",F160003980
Sb I5 At South Boeing Field,Car Fire Freeway,01/12/2016 11:43:00 PM +0000,47.524288,-122.291643,"(47.524288, -122.291643)",F160004731
S Norfolk St / East Marginal Way S,Car Fire Freeway,01/13/2016 01:07:00 AM +0000,47.512593,-122.294025,"(47.512593, -122.294025)",V160004768
Bellevue Av / E Olive Way,Car Fire,01/15/2016 09:34:00 AM +0000,47.617077,-122.32682,"(47.617077, -122.32682)",F160005740
20th Av Nw / Nw 59th St,Car Fire,01/16/2016 12:41:00 AM +0000,47.671638,-122.382124,"(47.671638, -122.382124)",F160005968
400 N 34th St,Car Fire Freeway,01/18/2016 07:01:00 AM +0000,47.650469,-122.354484,"(47.650469, -122.354484)",F160006756
Wb I90 At West Highrise,Car Fire Freeway,01/19/2016 10:00:00 PM +0000,47.590386,-122.288566,"(47.590386, -122.288566)",F160007304
Nw Ballard Way / 14th Av Nw,Car Fire,01/19/2016 05:47:00 PM +0000,47.662932,-122.373595,"(47.662932, -122.373595)",F160007213
Nb I5 At 145,Car Fire Freeway,01/19/2016 05:32:00 PM +0000,47.72959,-122.324067,"(47.72959, -122.324067)",F160007203
Sb I5 At South Boeing Field,Car Fire Freeway,01/20/2016 01:41:00 PM +0000,47.524288,-122.291643,"(47.524288, -122.291643)",F160007521
5014 Meridian Av N,Car Fire,01/21/2016 03:04:00 AM +0000,47.665134,-122.333718,"(47.665134, -122.333718)",F160007775
4th Av / Bell St,Car Fire,01/22/2016 05:27:00 AM +0000,47.615369,-122.343934,"(47.615369, -122.343934)",F160008208
3206 Sw Graham St,Car Fire,01/23/2016 11:02:00 AM +0000,47.546658,-122.373265,"(47.546658, -122.373265)",F160008719
12215 Aurora Av N,Car Fire,01/23/2016 05:05:00 PM +0000,47.717867,-122.344908,"(47.717867, -122.344908)",F160008767
9th Av / Jefferson St,Car Fire,01/25/2016 03:04:00 PM +0000,47.604841,-122.324097,"(47.604841, -122.324097)",F160009410
9021 14th Av Sw,Car Fire W/Exp.,01/25/2016 07:40:00 PM +0000,47.522655,-122.352829,"(47.522655, -122.352829)",F160009486
Nb I5 At Boylston,Car Fire Freeway,01/26/2016 05:22:00 AM +0000,47.637779,-122.322634,"(47.637779, -122.322634)",F160009706
13050 AURORA AV N,Car Fire,01/28/2016 03:48:00 PM +0000,47.723571,-122.344981,"(47.723571, -122.344981)",F160010659
Nb I5 At Tullys,Car Fire Freeway,01/29/2016 07:31:00 AM +0000,47.566974,-122.32047,"(47.566974, -122.32047)",F160010918
Nw 51st St / 15th Av Nw,Car Fire,01/29/2016 03:26:00 AM +0000,47.665705,-122.376219,"(47.665705, -122.376219)",F160010858
15th Av E / E Harrison St,Car Fire,01/31/2016 07:31:00 AM +0000,47.621947,-122.312644,"(47.621947, -122.312644)",F160011635
12th Av S / S King St,Car Fire,02/01/2016 03:56:00 PM +0000,47.598338,-122.317228,"(47.598338, -122.317228)",F160012075
0 Nb I5 To 130,Car Fire Freeway,02/03/2016 12:31:00 PM +0000,47.719838,-122.324131,"(47.719838, -122.324131)",F160012859
Sb I5 Cd To Airport,Car Fire Freeway,02/04/2016 12:26:00 PM +0000,47.594415,-122.320962,"(47.594415, -122.320962)",F160013293
12421 Greenwood Av N,Car Fire,02/04/2016 06:44:00 PM +0000,47.719378,-122.355538,"(47.719378, -122.355538)",F160013403
University St / Boren Av,Car Fire,02/06/2016 12:29:00 AM +0000,47.611479,-122.327097,"(47.611479, -122.327097)",F160013955
Wb Sr520 To Montlake,Car Fire Freeway,02/06/2016 09:18:00 PM +0000,47.645006,-122.299419,"(47.645006, -122.299419)",F160014302
18th Av Sw / Sw Dawson St,Car Fire,02/07/2016 01:42:00 AM +0000,47.555755,-122.35705,"(47.555755, -122.35705)",F160014376
Aurora Av N / N 70th St,Car Fire,02/08/2016 06:01:00 AM +0000,47.679582,-122.345418,"(47.679582, -122.345418)",F160014895
1827 3rd Av W,Car Fire,02/08/2016 11:24:00 PM +0000,47.635064,-122.360989,"(47.635064, -122.360989)",F160015171
Sb I5 At Mid Boeing Field,Car Fire,02/17/2016 07:06:00 AM +0000,47.545461,-122.308073,"(47.545461, -122.308073)",F160018429
400 Ne 45th St,Car Fire,02/11/2016 01:12:00 AM +0000,47.661339,-122.324036,"(47.661339, -122.324036)",F160016005
Broadway / E Union St,Car Fire,02/18/2016 02:20:00 PM +0000,47.612963,-122.320762,"(47.612963, -122.320762)",F160018878
3rd Av S / S Holgate St,Car Fire,02/12/2016 02:27:00 PM +0000,47.58617,-122.329979,"(47.58617, -122.329979)",F160016668
East Montlake Pl E / E Roanoke St,Car Fire,02/13/2016 09:42:00 PM +0000,47.643158,-122.303055,"(47.643158, -122.303055)",F160017255
Sb I5 At Boeing Access Rd,Car Fire Freeway,02/17/2016 07:11:00 AM +0000,47.509965,-122.283363,"(47.509965, -122.283363)",F160018432
N 138th St / Linden Av N,Car Fire,02/15/2016 01:22:00 AM +0000,47.729593,-122.347747,"(47.729593, -122.347747)",F160017654
7th Av S / S Dearborn St,Car Fire,02/15/2016 03:35:00 AM +0000,47.595833,-122.323764,"(47.595833, -122.323764)",F160017694
0 Nb Sr99 At Battery St Tunnel,Car Fire Freeway,02/16/2016 02:29:00 PM +0000,47.614027,-122.347754,"(47.614027, -122.347754)",F160018131
Sb I5 At Yesler,Car Fire Freeway,02/17/2016 04:09:00 PM +0000,47.607412,-122.330402,"(47.607412, -122.330402)",F160018533
Nb I5 At 117,Car Fire Freeway,02/19/2016 08:10:00 AM +0000,47.71848,-122.324249,"(47.71848, -122.324249)",F160019301
600 Bell St,Car Fire,02/20/2016 11:13:00 AM +0000,47.616698,-122.342214,"(47.616698, -122.342214)",F160019783
600 Bell St,Car Fire,02/20/2016 10:51:00 AM +0000,47.616698,-122.342214,"(47.616698, -122.342214)",F160019772
1st Av Nw / Nw 87th St,Car Fire,02/21/2016 09:36:00 PM +0000,47.692434,-122.358001,"(47.692434, -122.358001)",F160020287
1st Av S / Olson Pl Sw,Car Fire,02/23/2016 05:25:00 AM +0000,47.522322,-122.334841,"(47.522322, -122.334841)",F160020757
8245 2nd Av Ne,Car Fire,02/22/2016 05:24:00 PM +0000,47.688886,-122.327002,"(47.688886, -122.327002)",F160020521
Fauntleroy Way Sw / Sw Barton St,Car Fire,02/23/2016 12:01:00 AM +0000,47.523173,-122.39299,"(47.523173, -122.39299)",F160020639
East Montlake Pl E / E Roanoke St,Car Fire,02/23/2016 03:25:00 PM +0000,47.643158,-122.303055,"(47.643158, -122.303055)",F160020852
,Car Fire,02/24/2016 08:22:00 AM +0000,,,"(0, 0)",F160021171
16th Av Sw / Sw Roxbury St,Car Fire,02/24/2016 05:29:00 PM +0000,47.51736,-122.355165,"(47.51736, -122.355165)",F160021257
Sb I5 At Convention Center,Car Fire Freeway,02/25/2016 12:15:00 AM +0000,47.607412,-122.330402,"(47.607412, -122.330402)",F160021369
Nb I5 At I90,Car Fire Freeway,02/25/2016 12:15:00 AM +0000,47.587138,-122.320156,"(47.587138, -122.320156)",F160021370
3821 Ne 45th St,Car Fire,02/26/2016 04:28:00 AM +0000,47.661325,-122.286952,"(47.661325, -122.286952)",F160021870
S Holgate St / Airport Way S,Car Fire,02/27/2016 08:26:00 AM +0000,47.585854,-122.321393,"(47.585854, -122.321393)",F160022363
Nickerson St / 4th Av N,Car Fire,03/03/2016 01:04:00 AM +0000,47.646147,-122.349741,"(47.646147, -122.349741)",F160024179
Sb I5 At 105,Car Fire Freeway,02/28/2016 03:55:00 PM +0000,47.703721,-122.330005,"(47.703721, -122.330005)",F160022806
4th Av S / S Michigan St,Car Fire,02/28/2016 07:25:00 PM +0000,47.545337,-122.329588,"(47.545337, -122.329588)",F160022846
Nb I5 At Northgate,Car Fire Freeway,03/01/2016 10:49:00 PM +0000,47.704645,-122.329446,"(47.704645, -122.329446)",F160023663
Nb I5 Cd To Dearborn,Car Fire Freeway,02/29/2016 03:04:00 PM +0000,47.594538,-122.319854,"(47.594538, -122.319854)",F160023124
N 125th St / Aurora Av N,Car Fire,03/04/2016 01:42:00 AM +0000,47.719572,-122.344937,"(47.719572, -122.344937)",F160024717
6501 California Av Sw,Car Fire,03/01/2016 04:16:00 PM +0000,47.544863,-122.387215,"(47.544863, -122.387215)",F160023528
4100 Sw Admiral Way,Car Fire,03/04/2016 02:12:00 AM +0000,47.581176,-122.383889,"(47.581176, -122.383889)",F160024726
1900 2nd Av,Car Fire,03/06/2016 05:16:00 AM +0000,47.610964,-122.340452,"(47.610964, -122.340452)",F160025668
Evanston Av N / Fremont Pl N,Car Fire,03/06/2016 06:45:00 AM +0000,47.651485,-122.351356,"(47.651485, -122.351356)",F160025701
1142 10th Av E,Car Fire,03/08/2016 11:12:00 PM +0000,47.629431,-122.320211,"(47.629431, -122.320211)",F160026611
Poplar Pl S / S Dearborn St,Car Fire,03/10/2016 07:31:00 AM +0000,47.595814,-122.312821,"(47.595814, -122.312821)",F160027156
Nb I5 At Spokane,Car Fire Freeway,03/09/2016 04:02:00 PM +0000,47.552107,-122.316869,"(47.552107, -122.316869)",F160026856
Rainier Av S / S Charles St,Car Fire,03/10/2016 07:32:00 AM +0000,47.594072,-122.31015,"(47.594072, -122.31015)",F160027157
2nd Av Nw / Nw 90th St,Car Fire,03/12/2016 01:41:00 AM +0000,47.694233,-122.35936,"(47.694233, -122.35936)",F160027909
5th Av / Bell St,Car Fire,03/12/2016 12:52:00 AM +0000,47.616033,-122.343075,"(47.616033, -122.343075)",F160027883
15th Av S / S Spokane St,Car Fire,03/12/2016 02:32:00 AM +0000,47.571629,-122.313408,"(47.571629, -122.313408)",F160027929
1st Av / Broad St,Car Fire,03/12/2016 11:45:00 AM +0000,47.616918,-122.352507,"(47.616918, -122.352507)",F160028068
Nb I5 At 145,Car Fire Freeway,03/15/2016 08:45:00 PM +0000,47.72959,-122.324067,"(47.72959, -122.324067)",F160029459
Sb I5 At I90,Car Fire Freeway,03/15/2016 10:23:00 PM +0000,47.601669,-122.324897,"(47.601669, -122.324897)",F160029502
Nb I5 Exp At 85,Car Fire Freeway,03/15/2016 11:35:00 PM +0000,47.682857,-122.321581,"(47.682857, -122.321581)",F160029535
20th Av / E Yesler Way,Car Fire,03/16/2016 04:11:00 PM +0000,47.601674,-122.306352,"(47.601674, -122.306352)",F160029776
Eb I90 At Island Crest,Car Fire Freeway,03/16/2016 02:26:00 AM +0000,47.588598,-122.234582,"(47.588598, -122.234582)",F160029590
N 48th St / Meridian Av N,Car Fire,03/15/2016 10:19:00 PM +0000,47.66358,-122.333731,"(47.66358, -122.333731)",F160029498
13200 Aurora Av N,Car Fire,03/16/2016 07:47:00 PM +0000,47.72467,-122.344993,"(47.72467, -122.344993)",F160029845
S Orcas St / East Marginal Way S,Car Fire,03/17/2016 03:05:00 PM +0000,47.551917,-122.336221,"(47.551917, -122.336221)",F160030143
1948 25th Av E,Car Fire,03/18/2016 03:04:00 AM +0000,47.636355,-122.300562,"(47.636355, -122.300562)",F160030417
1100 Westlake Av N,Car Fire,03/19/2016 02:25:00 AM +0000,47.629252,-122.340968,"(47.629252, -122.340968)",F160030859
Nw 65th St / 15th Av Nw,Car Fire,03/21/2016 03:10:00 PM +0000,47.675962,-122.376381,"(47.675962, -122.376381)",F160031892
Nb I5 At Mercer,Car Fire Freeway,03/21/2016 07:32:00 PM +0000,47.624412,-122.328113,"(47.624412, -122.328113)",F160031971
13TH AV S / S JUDKINS ST,Car Fire,03/23/2016 04:21:00 PM +0000,47.591542,-122.315988,"(47.591542, -122.315988)",F160032739
716 27th Av,Car Fire,03/24/2016 08:08:00 AM +0000,47.608154,-122.29756,"(47.608154, -122.29756)",F160033005
420 Ne 73rd St,Car Fire,03/24/2016 11:20:00 PM +0000,47.681268,-122.324687,"(47.681268, -122.324687)",F160033270
S Spokane St / S Columbian Way,Car Fire,03/31/2016 06:34:00 PM +0000,47.571624,-122.31453,"(47.571624, -122.31453)",F160036011
W Garfield St / Queen Anne Av N,Car Fire,03/24/2016 02:09:00 PM +0000,47.63353,-122.356984,"(47.63353, -122.356984)",F160033056
1st Av Ne / Ne 103rd St,Car Fire,03/27/2016 11:56:00 PM +0000,47.70318,-122.328526,"(47.70318, -122.328526)",F160034552
902 14th Av,Car Fire,03/26/2016 07:58:00 AM +0000,47.61039,-122.314136,"(47.61039, -122.314136)",F160033881
130 S Kenyon St,Car Fire,03/25/2016 06:38:00 PM +0000,47.532034,-122.333454,"(47.532034, -122.333454)",F160033593
Nb I5 Exp At 85,Car Fire Freeway,03/26/2016 01:27:00 AM +0000,47.677663,-122.320564,"(47.677663, -122.320564)",F160033762
N 96th St / Aurora Av N,Car Fire,03/26/2016 01:52:00 AM +0000,47.698533,-122.344617,"(47.698533, -122.344617)",F160033770
1522 14th Av,Car Fire,03/26/2016 08:24:00 PM +0000,47.614371,-122.314228,"(47.614371, -122.314228)",F160034096
Sb I5 At 80,Car Fire Freeway,03/31/2016 04:35:00 AM +0000,47.683721,-122.322734,"(47.683721, -122.322734)",F160035806
19th Av S / S Jackson St,Car Fire,03/29/2016 11:05:00 AM +0000,47.599247,-122.307662,"(47.599247, -122.307662)",F160035036
Westlake Av N / Galer St,Car Fire,03/30/2016 11:37:00 PM +0000,47.632271,-122.340954,"(47.632271, -122.340954)",F160035682
W Mercer St / 2nd Av W,Car Fire,03/31/2016 07:36:00 PM +0000,47.624592,-122.359321,"(47.624592, -122.359321)",F160036027
Nb I5 To Northgate,Car Fire,04/02/2016 09:26:00 AM +0000,47.706756,-122.328941,"(47.706756, -122.328941)",F160036759
8th Av / Madison St,Car Fire,04/03/2016 09:02:00 AM +0000,47.607945,-122.328471,"(47.607945, -122.328471)",F160037215
Nb I5 At Ship Canal Bridge,Car Fire Freeway,04/06/2016 12:12:00 AM +0000,47.647664,-122.322393,"(47.647664, -122.322393)",F160038279
N 105th St / N Northgate Way,Car Fire,04/03/2016 06:15:00 PM +0000,47.705095,-122.338648,"(47.705095, -122.338648)",F160037344
Sb I5 Fr Boylston,Car Fire Freeway,04/08/2016 06:00:00 PM +0000,47.63529,-122.323714,"(47.63529, -122.323714)",F160039390
4801 Beacon Av S,Car Fire,04/08/2016 10:51:00 PM +0000,47.559608,-122.304656,"(47.559608, -122.304656)",F160039496
6th Av / Stewart St,Car Fire,04/10/2016 01:56:00 AM +0000,47.613622,-122.337015,"(47.613622, -122.337015)",F160040037
Ne 45th St / 8th Av Ne,Car Fire,04/11/2016 04:25:00 AM +0000,47.661311,-122.319567,"(47.661311, -122.319567)",F160040484
832 N 127th St,Car Fire,04/11/2016 03:26:00 AM +0000,47.721398,-122.34809,"(47.721398, -122.34809)",F160040457
5969 4th Av S,Car Fire,04/15/2016 10:56:00 PM +0000,47.54962,-122.329579,"(47.54962, -122.329579)",F160042353
1759 Nw 63rd St,Car Fire W/Exp.,04/16/2016 08:19:00 AM +0000,47.674551,-122.379514,"(47.674551, -122.379514)",F160042560
9th Av N / Mercer St,Car Fire,04/17/2016 09:09:00 AM +0000,47.624544,-122.339741,"(47.624544, -122.339741)",F160042970
3038 Nw Market St,Car Fire,04/18/2016 01:04:00 PM +0000,47.668639,-122.396157,"(47.668639, -122.396157)",F160043334
23rd Av S / S Jackson St,Car Fire,04/18/2016 12:20:00 PM +0000,47.599281,-122.302233,"(47.599281, -122.302233)",F160043327
Olson Pl Sw / Myers Way S,Car Fire,04/19/2016 03:19:00 AM +0000,47.522322,-122.334841,"(47.522322, -122.334841)",F160043710
Nb I5 At Albro,Car Fire Freeway,04/19/2016 03:33:00 PM +0000,47.542027,-122.303649,"(47.542027, -122.303649)",F160043872
Terry Av / Alder St,Car Fire,04/19/2016 11:22:00 PM +0000,47.603877,-122.321685,"(47.603877, -122.321685)",F160044051
Eastlake Av E / Harrison St,Car Fire,04/21/2016 07:17:00 PM +0000,47.621975,-122.329149,"(47.621975, -122.329149)",F160044887
42nd Av S / S Graham St,Car Fire,04/21/2016 09:34:00 PM +0000,47.545988,-122.280849,"(47.545988, -122.280849)",F160044955
2564 28th Av W,Car Fire,04/21/2016 10:04:00 PM +0000,47.64255,-122.392962,"(47.64255, -122.392962)",F160044975
Greenwood Av N / Holman Rd N,Car Fire,04/21/2016 11:54:00 PM +0000,47.705084,-122.355453,"(47.705084, -122.355453)",F160045026
7th Av S / S Henderson St,Car Fire,04/26/2016 10:45:00 PM +0000,47.523074,-122.325644,"(47.523074, -122.325644)",F160047215
1827 Yale Av,Car Fire,04/26/2016 01:01:00 PM +0000,47.617709,-122.330044,"(47.617709, -122.330044)",F160047002
33rd Av S / Renton Av S,Car Fire,04/27/2016 03:09:00 AM +0000,47.561443,-122.291,"(47.561443, -122.291)",F160047329
13500 1st Av Nw,Car Fire,04/28/2016 02:00:00 AM +0000,47.727012,-122.358249,"(47.727012, -122.358249)",F160047668
W Nickerson St / 11th Av W,Car Fire,04/29/2016 02:08:00 AM +0000,47.654726,-122.371545,"(47.654726, -122.371545)",F160048194
6139 4th Av S,Car Fire,05/02/2016 10:57:00 PM +0000,47.546971,-122.329586,"(47.546971, -122.329586)",F160049923
West Marginal Way Sw / Marginal Pl Sw,Car Fire,05/01/2016 01:00:00 AM +0000,47.569833,-122.355484,"(47.569833, -122.355484)",F160049035
51st Av S / S Pilgrim St,Car Fire,05/01/2016 05:10:00 AM +0000,47.515645,-122.270031,"(47.515645, -122.270031)",F160049142
Sb I5 Cd At James,Car Fire Freeway,05/02/2016 06:56:00 PM +0000,47.6064,-122.329805,"(47.6064, -122.329805)",F160049812
1319 Western Av,Car Fire,04/30/2016 10:42:00 PM +0000,47.606553,-122.339474,"(47.606553, -122.339474)",F160048967
Sb I5 Cd At Dearborn,Car Fire Freeway,04/30/2016 11:58:00 PM +0000,47.59581,-122.320791,"(47.59581, -122.320791)",F160048997
Sb I5 At Military,Car Fire Freeway,05/01/2016 12:01:00 AM +0000,47.52294,-122.291272,"(47.52294, -122.291272)",F160048998
8709 14th Av S,Car Fire,05/01/2016 11:08:00 PM +0000,47.525514,-122.314925,"(47.525514, -122.314925)",F160049427
Sb I5 Cd To Eb I90,Car Fire,05/02/2016 04:58:00 PM +0000,47.595294,-122.320793,"(47.595294, -122.320793)",F160049760
Aurora Av N To Denny / Denny Way,Car Fire,05/03/2016 01:09:00 AM +0000,47.618556,-122.343762,"(47.618556, -122.343762)",F160049988
11744 Lake City Way Ne,Car Fire,05/07/2016 08:06:00 PM +0000,47.714414,-122.29811,"(47.714414, -122.29811)",F160052047
1st Av N / Roy St,Car Fire,05/08/2016 09:18:00 PM +0000,47.625452,-122.355397,"(47.625452, -122.355397)",F160052537
900 POPLAR PL S,Car Fire,05/13/2016 08:31:00 AM +0000,47.594759,-122.312014,"(47.594759, -122.312014)",F160054453
Nb I5 At Ship Canal Bridge,Car Fire Freeway,05/11/2016 07:09:00 AM +0000,47.647664,-122.322393,"(47.647664, -122.322393)",F160053634
500 15th Av E,Car Fire,05/11/2016 04:16:00 AM +0000,47.623264,-122.312623,"(47.623264, -122.312623)",F160053588
7515 2nd Av Ne,Car Fire,05/13/2016 03:26:00 AM +0000,47.683665,-122.326962,"(47.683665, -122.326962)",F160054382
3rd Av Nw / Holman Rd Nw,Car Fire,05/12/2016 05:30:00 PM +0000,47.7024,-122.360743,"(47.7024, -122.360743)",F160054147
E Jefferson St / M L King Jr Way,Car Fire,05/12/2016 08:45:00 PM +0000,47.606173,-122.296789,"(47.606173, -122.296789)",F160054220
4th Av / Virginia St,Car Fire,05/13/2016 01:47:00 AM +0000,47.613063,-122.340033,"(47.613063, -122.340033)",F160054349
Wb Sr520 To Nb I5,Car Fire Freeway,05/14/2016 12:58:00 AM +0000,47.642978,-122.316288,"(47.642978, -122.316288)",F160054791
S Dearborn St / Rainier Av S,Car Fire,05/15/2016 11:25:00 AM +0000,47.595874,-122.31153,"(47.595874, -122.31153)",F160055412
17th Av Sw / Sw Barton St,Car Fire,05/15/2016 01:50:00 AM +0000,47.521032,-122.35647,"(47.521032, -122.35647)",F160055252
3544 West Marginal Way Sw,Car Fire,05/17/2016 12:52:00 AM +0000,47.571821,-122.358301,"(47.571821, -122.358301)",F160056024
5600 47th Av Sw,Car Fire,05/15/2016 06:23:00 PM +0000,47.552182,-122.392381,"(47.552182, -122.392381)",F160055502
,Car Fire,05/15/2016 11:55:00 PM +0000,,,"(0, 0)",F160055606
1207 Pine St,Car Fire,05/17/2016 07:25:00 AM +0000,47.614944,-122.328658,"(47.614944, -122.328658)",F160056128
2021 1st Av,Car Fire W/Exp.,05/17/2016 08:17:00 PM +0000,47.611225,-122.342877,"(47.611225, -122.342877)",F160056337
Rainier Av S / S Angeline St,Car Fire,05/18/2016 06:30:00 PM +0000,47.559464,-122.285964,"(47.559464, -122.285964)",F160056706
SB I5 AT 145,Car Fire Freeway,05/19/2016 03:34:00 AM +0000,47.734066,-122.325108,"(47.734066, -122.325108)",B160056901
Sb I5 Fr 145,Car Fire Freeway,05/19/2016 03:40:00 AM +0000,47.734069,-122.325596,"(47.734069, -122.325596)",F160056903
Nb I5 At Mid Boeing Field,Car Fire Freeway,05/19/2016 05:48:00 AM +0000,47.536642,-122.297455,"(47.536642, -122.297455)",F160056941
8TH AV S / S CLOVERDALE ST,Car Fire,05/22/2016 02:01:00 PM +0000,47.526465,-122.322916,"(47.526465, -122.322916)",F160058356
5TH AV S / S HOLGATE ST,Car Fire,05/20/2016 09:20:00 PM +0000,47.586175,-122.327541,"(47.586175, -122.327541)",F160057631
1725 Sw Barton St,Car Fire,05/20/2016 09:28:00 PM +0000,47.521032,-122.3568,"(47.521032, -122.3568)",F160057635
Ward St / Taylor Av N,Car Fire,05/21/2016 03:31:00 AM +0000,47.62803,-122.346238,"(47.62803, -122.346238)",F160057767
Linden Av N / N 135th St,Car Fire,05/23/2016 02:23:00 AM +0000,47.726861,-122.347714,"(47.726861, -122.347714)",F160058579
Sw Morgan St / Lanham Pl Sw,Car Fire,05/24/2016 11:28:00 PM +0000,47.544653,-122.372534,"(47.544653, -122.372534)",F160059259
15th Av S / S Dakota St,Car Fire,05/25/2016 08:15:00 AM +0000,47.567243,-122.313462,"(47.567243, -122.313462)",F160059451
Ne 66th St / 14th Av Ne,Car Fire,05/27/2016 05:49:00 PM +0000,47.676517,-122.313136,"(47.676517, -122.313136)",F160060365
8th Av Nw / Nw 45th St,Car Fire,05/30/2016 12:51:00 PM +0000,47.661461,-122.366174,"(47.661461, -122.366174)",F160061465
Nw 65th St / 15th Av Nw,Car Fire,05/28/2016 06:45:00 AM +0000,47.675962,-122.376381,"(47.675962, -122.376381)",F160060663
4295 East Stevens Way Ne,Car Fire,05/29/2016 01:10:00 AM +0000,47.659383,-122.306889,"(47.659383, -122.306889)",F160060913
8050 LAKE CITY WAY NE,Car Fire,05/29/2016 10:52:00 PM +0000,47.687516,-122.312173,"(47.687516, -122.312173)",F160061246
315 Ne 133rd St,Car Fire W/Exp.,05/31/2016 11:12:00 AM +0000,47.724959,-122.326029,"(47.724959, -122.326029)",F160061804
Sb I5 At Alaska,Car Fire Freeway,05/30/2016 07:01:00 AM +0000,47.559551,-122.321911,"(47.559551, -122.321911)",F160061412
N 46th St / Green Lake Way N,Car Fire,05/30/2016 01:19:00 AM +0000,47.662127,-122.346089,"(47.662127, -122.346089)",F160061300
Nb I5 At Yesler,Car Fire Freeway,06/01/2016 05:25:00 PM +0000,47.595081,-122.320325,"(47.595081, -122.320325)",F160062440
Nb I5 At Convention Center,Car Fire Freeway,06/01/2016 05:25:00 PM +0000,47.60875,-122.330754,"(47.60875, -122.330754)",F160062441
2ND AV W / W THOMAS ST,Car Fire,06/03/2016 02:47:00 AM +0000,47.620951,-122.359349,"(47.620951, -122.359349)",F160063627
2nd Av W / W Thomas St,Car Fire,06/03/2016 02:48:00 AM +0000,47.620951,-122.359349,"(47.620951, -122.359349)",F160063628
Pine St / 1st Av,Car Fire,06/01/2016 11:20:00 PM +0000,47.609814,-122.340922,"(47.609814, -122.340922)",F160062573
Eb I90 At Rainier,Car Fire Freeway,06/02/2016 03:52:00 PM +0000,47.592505,-122.311963,"(47.592505, -122.311963)",F160062863
1st Av N / Republican St,Car Fire,06/02/2016 01:34:00 AM +0000,47.623272,-122.355415,"(47.623272, -122.355415)",F160062649
Boylston Av E / E Prospect St,Car Fire,06/03/2016 08:21:00 PM +0000,47.628669,-122.323517,"(47.628669, -122.323517)",F160063946
17th Av Nw / Nw Leary Way,Car Fire,06/04/2016 06:21:00 AM +0000,47.663957,-122.378893,"(47.663957, -122.378893)",F160064209
Nb I5 At Albro,Car Fire Freeway,06/04/2016 12:40:00 AM +0000,47.542027,-122.303649,"(47.542027, -122.303649)",F160064046
1st Av S / Olson Pl Sw,Car Fire Freeway,06/05/2016 09:30:00 PM +0000,47.522322,-122.334841,"(47.522322, -122.334841)",F160065044
Nickerson St / 3rd Av N,Car Fire,06/08/2016 04:44:00 PM +0000,47.646885,-122.351353,"(47.646885, -122.351353)",F160066515
Nb I5 To Seneca,Car Fire Freeway,06/08/2016 05:24:00 PM +0000,47.605672,-122.328492,"(47.605672, -122.328492)",F160066532
Swift Av S / Covello Dr S,Car Fire,06/10/2016 05:19:00 PM +0000,47.539733,-122.300364,"(47.539733, -122.300364)",F160067439
6572 32nd Av Ne,Car Fire,06/10/2016 05:04:00 PM +0000,47.676214,-122.292995,"(47.676214, -122.292995)",F160067434
1002 Sw Spokane St,Car Fire,06/10/2016 07:18:00 AM +0000,47.571483,-122.346436,"(47.571483, -122.346436)",F160067301
700 Yesler Way,Car Fire,06/13/2016 05:09:00 AM +0000,47.601708,-122.324608,"(47.601708, -122.324608)",F160068549
Ne 45th St / 12th Av Ne,Car Fire,06/11/2016 10:16:00 PM +0000,47.661285,-122.315442,"(47.661285, -122.315442)",F160067967
